Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,119.540001,119.620003,119.010002,119.339996,113.185135,5693100
2016-09-30,117.779999,118.620003,117.389999,118.129997,112.03753700000001,7941100
2016-10-31,115.279999,116.230003,114.5,115.989998,110.00790400000001,8552500
2016-11-30,112.190002,112.519997,111.300003,111.300003,106.28923799999998,11178500
2016-12-31,115.800003,115.989998,114.980003,115.209999,110.02319299999999,5506700
2017-01-31,112.790001,113.400002,112.43,113.25,108.151436,8713400
2017-02-28,122.010002,122.650002,121.940002,122.209999,117.48031599999999,8885500
2017-03-31,124.110001,124.83000200000001,124.029999,124.550003,119.729759,5657600
2017-04-30,123.849998,123.900002,123.129997,123.470001,118.691551,4357300
2017-05-31,127.349998,128.800003,127.349998,128.25,124.104134,8813500
2017-06-30,132.699997,133.199997,132.279999,132.28999299999998,128.01353500000002,5264400
2017-07-31,132.139999,133.580002,132.100006,132.720001,128.429642,5440800
2017-08-31,131.389999,132.5,131.25,132.369995,128.905762,7407100
2017-09-30,129.580002,130.470001,129.050003,130.009995,126.60752099999999,5736900
2017-10-31,140.020004,140.259995,138.979996,139.41000400000001,135.76152,4832100
2017-11-30,140.059998,140.279999,138.479996,139.330002,136.514511,8941900
2017-12-31,140.979996,141.21000700000002,139.580002,139.720001,136.896637,4452900
2018-01-31,142.570007,142.570007,138.100006,138.190002,135.397552,13137400
2018-02-28,131.949997,132.330002,129.869995,129.880005,128.07034299999998,7985900
2018-03-31,127.970001,128.759995,126.82,128.149994,126.364433,6119400
2018-04-30,128.860001,128.979996,126.489998,126.489998,124.72757,8219400
2018-05-31,120.91999799999999,121.25,119.540001,119.620003,118.828102,10337500
2018-06-30,122.239998,123.18,121.190002,121.339996,120.53671299999999,7308700
2018-07-31,131.779999,132.490005,131.25,132.169998,131.29501299999998,11013100
