Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,16.209999,16.24,15.88,16.139999,15.6313,127664300
2016-09-30,15.26,15.73,15.17,15.65,15.156744,119428700
2016-10-31,16.68,16.73,16.5,16.5,15.979956,70387600
2016-11-30,20.77,21.190001000000002,20.719998999999998,21.120001000000002,20.530231,191699600
2016-12-31,22.02,22.26,21.950001,22.1,21.482862,72605900
2017-01-31,22.77,23.030001000000002,22.5,22.639999,22.007786,91044300
2017-02-28,24.48,24.700001,24.42,24.68,23.990818,90242000
2017-03-31,23.83,23.969998999999998,23.59,23.59,23.001151999999998,77158300
2017-04-30,23.57,23.719998999999998,23.32,23.34,22.757397,68974100
2017-05-31,22.780001000000002,22.799999,22.09,22.41,21.922375,138636300
2017-06-30,24.620001000000002,24.620001000000002,24.17,24.26,23.732119,84005200
2017-07-31,24.120001000000002,24.299999,24.09,24.120001000000002,23.595167,62272000
2017-08-31,24.030001000000002,24.040001,23.780001000000002,23.889999,23.489710000000002,62362400
2017-09-30,25.41,25.48,25.309998999999998,25.34,24.915417,66232600
2017-10-31,27.639999,27.719998999999998,27.34,27.389999,26.931065000000004,50311200
2017-11-30,28.620001000000002,28.719998999999998,28.08,28.17,27.816028999999997,122131900
2017-12-31,29.85,29.879998999999998,29.52,29.52,29.149065000000004,40672000
2018-01-31,32.049999,32.290001000000004,31.950001,32.0,31.597902,65734100
2018-02-28,32.490002000000004,32.77,32.09,32.099998,31.696646,72044000
2018-03-31,29.57,30.139999,29.309998999999998,29.99,29.724279,65678300
2018-04-30,30.27,30.43,29.92,29.92,29.6549,55153900
2018-05-31,29.200001,29.26,28.83,29.040001,28.900297,97509300
2018-06-30,29.09,29.17,28.18,28.190001000000002,28.054385999999997,102307600
2018-07-31,31.139999,31.450001,31.129998999999998,31.309998999999998,31.159374,58721000
